latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
24.14056,69.32088,351.94,0.4,0.37,2025-06-07,0839,N,nominal,2.0NRT,315.31,3.62,D
24.14,69.3169,352.08,0.4,0.37,2025-06-07,0839,N,nominal,2.0NRT,315.77,4.2,D
24.13943,69.31294,347.69,0.4,0.37,2025-06-07,0839,N,nominal,2.0NRT,316.1,4.2,D
24.14733,69.34409,352.14,0.4,0.37,2025-06-07,0839,N,nominal,2.0NRT,315.44,12.67,D
24.14676,69.34012,346.87,0.4,0.37,2025-06-07,0839,N,nominal,2.0NRT,315.41,4.52,D
24.14507,69.32823,350.75,0.4,0.37,2025-06-07,0839,N,nominal,2.0NRT,315.35,4.07,D
24.14451,69.32427,354.72,0.4,0.37,2025-06-07,0839,N,nominal,2.0NRT,315.29,3.8,D
24.14395,69.3203,348.89,0.4,0.37,2025-06-07,0839,N,nominal,2.0NRT,314.82,3.8,D
24.14338,69.31634,344.85,0.4,0.37,2025-06-07,0839,N,nominal,2.0NRT,314.83,3.7,D
24.14282,69.31238,350.52,0.4,0.37,2025-06-07,0839,N,nominal,2.0NRT,316.05,3.7,D
24.14226,69.30843,341.75,0.4,0.37,2025-06-07,0839,N,low,2.0NRT,314.63,6.68,D
24.15015,69.33955,350.4,0.4,0.37,2025-06-07,0839,N,nominal,2.0NRT,314.86,4.52,D
24.14959,69.33559,350.75,0.4,0.37,2025-06-07,0839,N,nominal,2.0NRT,314.48,4.52,D
24.14903,69.33163,346.45,0.4,0.37,2025-06-07,0839,N,nominal,2.0NRT,314.23,4.07,D
24.14846,69.32766,345.94,0.4,0.37,2025-06-07,0839,N,nominal,2.0NRT,314.59,4.07,D
24.1479,69.3237,351.51,0.4,0.37,2025-06-07,0839,N,nominal,2.0NRT,314.86,3.8,D
24.14734,69.31974,349.49,0.4,0.37,2025-06-07,0839,N,nominal,2.0NRT,315.19,3.8,D
24.14677,69.31577,353.51,0.4,0.37,2025-06-07,0839,N,nominal,2.0NRT,315.68,3.7,D
24.14621,69.31181,351.36,0.4,0.37,2025-06-07,0839,N,nominal,2.0NRT,315.22,3.7,D
24.15411,69.34295,350.33,0.4,0.37,2025-06-07,0839,N,nominal,2.0NRT,315.98,13.55,D
24.15298,69.33502,348.6,0.4,0.37,2025-06-07,0839,N,nominal,2.0NRT,314.85,11.87,D
24.15242,69.33105,351.26,0.4,0.37,2025-06-07,0839,N,nominal,2.0NRT,314.89,4.59,D
24.15185,69.3271,349.62,0.4,0.37,2025-06-07,0839,N,nominal,2.0NRT,314.35,4.59,D
24.15129,69.32314,346.18,0.4,0.37,2025-06-07,0839,N,nominal,2.0NRT,314.84,3.53,D
24.15073,69.31918,346.3,0.4,0.37,2025-06-07,0839,N,nominal,2.0NRT,315.73,3.53,D
24.15016,69.31521,351.6,0.4,0.37,2025-06-07,0839,N,nominal,2.0NRT,316.05,4.4,D
24.1496,69.31124,351.09,0.4,0.37,2025-06-07,0839,N,nominal,2.0NRT,314.6,4.4,D
24.15524,69.32653,343.78,0.4,0.37,2025-06-07,0839,N,nominal,2.0NRT,313.45,4.59,D
24.15468,69.32257,349.93,0.4,0.37,2025-06-07,0839,N,nominal,2.0NRT,314.39,3.53,D
24.15411,69.3186,349.69,0.4,0.37,2025-06-07,0839,N,nominal,2.0NRT,315.1,3.53,D
24.15298,69.31068,343.58,0.4,0.37,2025-06-07,0839,N,low,2.0NRT,313.92,4.4,D
24.63084,72.83055,342.82,0.38,0.44,2025-06-07,0839,N,nominal,2.0NRT,310.71,3.15,D
21.9349,57.07436,351.87,0.44,0.62,2025-06-07,0839,N,nominal,2.0NRT,311.41,2.72,D
25.42563,77.76524,335.48,0.39,0.6,2025-06-07,0839,N,low,2.0NRT,306.52,4.38,D
25.57458,78.63151,340.2,0.45,0.63,2025-06-07,0839,N,nominal,2.0NRT,304.73,7.91,D
24.92914,71.69784,345.13,0.51,0.41,2025-06-07,0839,N,low,2.0NRT,317.93,4.65,D
22.40473,56.98845,351.81,0.43,0.62,2025-06-07,0839,N,nominal,2.0NRT,310.31,4.08,D
25.50551,76.52714,367,0.33,0.55,2025-06-07,0839,N,high,2.0NRT,310.71,14.76,D
25.50521,76.5238,340.92,0.33,0.55,2025-06-07,0839,N,nominal,2.0NRT,308.72,10.04,D
22.33246,56.46562,338.32,0.47,0.64,2025-06-07,0839,N,low,2.0NRT,312.12,2.58,D
25.61207,75.8899,346.45,0.6,0.53,2025-06-07,0839,N,nominal,2.0NRT,309.71,13.56,D
25.51227,74.59048,335.85,0.5,0.49,2025-06-07,0839,N,low,2.0NRT,309.15,8.22,D
25.8106,77.32951,336.2,0.37,0.58,2025-06-07,0839,N,nominal,2.0NRT,305.31,4.23,D
25.81635,77.33272,367,0.37,0.58,2025-06-07,0839,N,high,2.0NRT,306.09,13.99,D
25.81602,77.32898,355.18,0.37,0.58,2025-06-07,0839,N,nominal,2.0NRT,306.39,4.23,D
25.81569,77.32523,338.5,0.37,0.58,2025-06-07,0839,N,nominal,2.0NRT,306.56,4.23,D
25.82177,77.3322,345.18,0.37,0.58,2025-06-07,0839,N,nominal,2.0NRT,306.28,5.8,D
24.87455,68.9891,342.5,0.4,0.37,2025-06-07,0839,N,low,2.0NRT,312.77,5.3,D
25.8118,77.32834,342.86,0.37,0.58,2025-06-07,0839,N,nominal,2.0NRT,305.3,6.8,D
25.81753,77.33154,367,0.37,0.58,2025-06-07,0839,N,high,2.0NRT,307.35,15.64,D
25.81722,77.32778,345.51,0.37,0.58,2025-06-07,0839,N,nominal,2.0NRT,306.44,5.02,D
25.81692,77.32403,337.08,0.37,0.58,2025-06-07,0839,N,nominal,2.0NRT,306.76,5.02,D
22.67109,56.24851,341.5,0.47,0.64,2025-06-07,0839,N,nominal,2.0NRT,310.15,1.83,D
25.01486,68.54008,339.69,0.39,0.36,2025-06-07,0839,N,low,2.0NRT,313.54,1.98,D
25.60146,72.20535,343.06,0.55,0.42,2025-06-07,0839,N,low,2.0NRT,317.9,8.82,D
22.78169,55.81625,342.23,0.5,0.66,2025-06-07,0839,N,nominal,2.0NRT,311.82,1.77,D
26.48183,79.75755,332.75,0.54,0.68,2025-06-07,0839,N,nominal,2.0NRT,299.06,2.56,D
26.3341,77.41517,346.96,0.38,0.59,2025-06-07,0839,N,nominal,2.0NRT,301.89,6.32,D
26.53699,80.00877,342.98,0.56,0.68,2025-06-07,0839,N,nominal,2.0NRT,299.4,6.02,D
22.87448,55.61413,343.31,0.51,0.66,2025-06-07,0839,N,nominal,2.0NRT,313.11,0.9,D
22.82794,55.36127,344.52,0.53,0.67,2025-06-07,0839,N,nominal,2.0NRT,313.42,1.91,D
26.53838,80.00605,337.09,0.56,0.68,2025-06-07,0839,N,nominal,2.0NRT,299.2,3.3,D
25.3883,68.5839,340.89,0.39,0.37,2025-06-07,0839,N,low,2.0NRT,313.45,3.78,D
26.45211,78.28381,341.99,0.43,0.62,2025-06-07,0839,N,nominal,2.0NRT,305.77,10.57,D
25.82355,69.88722,348.07,0.43,0.38,2025-06-07,0839,N,low,2.0NRT,320.83,8.5,D
25.82705,69.88664,349.84,0.43,0.38,2025-06-07,0839,N,nominal,2.0NRT,319.72,8.98,D
23.19123,55.46058,344.34,0.52,0.67,2025-06-07,0839,N,nominal,2.0NRT,314.14,1.21,D
23.19005,55.45554,343.64,0.52,0.67,2025-06-07,0839,N,low,2.0NRT,314.39,1.21,D
23.18968,55.45728,367,0.52,0.67,2025-06-07,0839,N,high,2.0NRT,315.3,3.32,D
26.3421,73.66109,346.85,0.45,0.47,2025-06-07,0839,N,nominal,2.0NRT,316.21,2.93,D
27.11128,80.97229,351.51,0.64,0.72,2025-06-07,0839,N,nominal,2.0NRT,294.69,9.04,D
27.11277,80.9761,334.39,0.64,0.72,2025-06-07,0839,N,nominal,2.0NRT,293.84,5.83,D
27.11242,80.96937,333.34,0.64,0.72,2025-06-07,0839,N,nominal,2.0NRT,294.51,5.83,D
26.20187,69.01937,346.58,0.41,0.37,2025-06-07,0839,N,nominal,2.0NRT,312.44,8.06,D
26.20528,69.01879,341.29,0.41,0.37,2025-06-07,0839,N,low,2.0NRT,315.74,12.86,D
24.50459,56.60794,351.93,0.41,0.61,2025-06-07,0839,N,nominal,2.0NRT,302.55,5.14,D
26.71225,68.1412,347.44,0.39,0.36,2025-06-07,0839,N,low,2.0NRT,320.43,8.08,D
26.71168,68.13726,352.85,0.39,0.36,2025-06-07,0839,N,low,2.0NRT,332.2,26.05,D
26.81244,68.24091,348.27,0.39,0.37,2025-06-07,0839,N,nominal,2.0NRT,318.75,6.7,D
28.10379,80.05801,330.38,0.58,0.7,2025-06-07,0839,N,nominal,2.0NRT,296.48,2.28,D
28.16514,80.23283,333.09,0.59,0.7,2025-06-07,0839,N,nominal,2.0NRT,294.63,5.22,D
27.4159,71.12631,367,0.5,0.41,2025-06-07,0839,N,low,2.0NRT,325.75,0.78,D
27.41526,71.12119,367,0.5,0.41,2025-06-07,0839,N,low,2.0NRT,325.71,2.7,D
27.41904,71.12064,349.08,0.5,0.41,2025-06-07,0839,N,low,2.0NRT,323.81,2.7,D
26.07368,61.62475,367,0.39,0.44,2025-06-07,0839,N,high,2.0NRT,319.45,21.4,D
26.08012,61.61518,349.89,0.39,0.44,2025-06-07,0839,N,nominal,2.0NRT,316.3,16.92,D
27.642,68.09224,357.37,0.4,0.37,2025-06-07,0841,N,nominal,2.0NRT,327.32,19.01,D
27.86455,68.63367,347.46,0.41,0.37,2025-06-07,0841,N,low,2.0NRT,319.87,7.83,D
27.83248,68.20325,350.47,0.4,0.37,2025-06-07,0841,N,low,2.0NRT,323.65,4.16,D
26.85195,61.78062,343.41,0.55,0.43,2025-06-07,0841,N,low,2.0NRT,315.23,14.57,D
29.05062,79.65187,340.57,0.56,0.69,2025-06-07,0841,N,nominal,2.0NRT,297.36,6.76,D
28.14862,68.26976,353.09,0.4,0.37,2025-06-07,0841,N,nominal,2.0NRT,328.07,8.47,D
28.14805,68.26568,367,0.4,0.37,2025-06-07,0841,N,low,2.0NRT,327.06,1.01,D
29.40896,80.88246,331.72,0.66,0.73,2025-06-07,0841,N,nominal,2.0NRT,292.52,8.61,D
28.3891,68.98301,349.33,0.42,0.38,2025-06-07,0841,N,low,2.0NRT,321.31,13.89,D
28.36311,68.08614,367,0.4,0.37,2025-06-07,0841,N,low,2.0NRT,325.89,2.61,D
28.36254,68.08207,367,0.4,0.37,2025-06-07,0841,N,low,2.0NRT,325.7,2.61,D
28.36197,68.078,367,0.4,0.37,2025-06-07,0841,N,low,2.0NRT,325.13,1.11,D
28.36591,68.08146,353.04,0.4,0.37,2025-06-07,0841,N,low,2.0NRT,327.7,2.61,D
28.36648,68.08553,352.17,0.4,0.37,2025-06-07,0841,N,low,2.0NRT,327.69,2.61,D
28.36534,68.0774,367,0.4,0.37,2025-06-07,0841,N,low,2.0NRT,325.22,1.11,D
28.36986,68.08492,367,0.4,0.37,2025-06-07,0841,N,low,2.0NRT,327.37,2.7,D
28.36928,68.08086,367,0.4,0.37,2025-06-07,0841,N,low,2.0NRT,327.29,2.7,D
28.36871,68.07679,367,0.4,0.37,2025-06-07,0841,N,low,2.0NRT,326.25,2.1,D
29.90539,81.18567,330.68,0.71,0.75,2025-06-07,0841,N,nominal,2.0NRT,297.05,5.16,D
30.0232,76.82391,335.74,0.38,0.59,2025-06-07,0841,N,nominal,2.0NRT,300.15,0.85,D
30.05981,77.02454,330.96,0.4,0.6,2025-06-07,0841,N,nominal,2.0NRT,298.9,1.4,D
30.05951,77.02034,330.07,0.4,0.6,2025-06-07,0841,N,nominal,2.0NRT,299.4,1.4,D
29.84881,72.7293,334.46,0.44,0.46,2025-06-07,0841,N,low,2.0NRT,307.11,1.98,D
27.7049,58.89545,347.81,0.51,0.5,2025-06-07,0841,N,nominal,2.0NRT,316.96,19.34,D
27.70379,58.89029,347.03,0.51,0.5,2025-06-07,0841,N,nominal,2.0NRT,315.68,19.34,D
27.16172,56.10508,334.62,0.39,0.59,2025-06-07,0841,N,low,2.0NRT,306.24,13.22,D
27.16814,56.05353,342.66,0.39,0.59,2025-06-07,0841,N,nominal,2.0NRT,307.85,7.8,D
30.38619,76.56917,335.79,0.37,0.58,2025-06-07,0841,N,nominal,2.0NRT,299.83,1.45,D
30.4604,76.10358,336.23,0.35,0.57,2025-06-07,0841,N,nominal,2.0NRT,301.68,3.4,D
30.20847,73.26546,337.64,0.47,0.48,2025-06-07,0841,N,nominal,2.0NRT,307.64,4.23,D
30.20712,73.2628,342.99,0.47,0.48,2025-06-07,0841,N,nominal,2.0NRT,307.58,5.68,D
30.45941,76.10319,334.71,0.35,0.57,2025-06-07,0841,N,nominal,2.0NRT,301.79,1.51,D
30.45914,76.09945,333.13,0.35,0.57,2025-06-07,0841,N,nominal,2.0NRT,301.16,1.51,D
30.4934,76.20222,367,0.36,0.57,2025-06-07,0841,N,high,2.0NRT,302.05,10.96,D
30.58784,76.24307,330.24,0.36,0.57,2025-06-07,0841,N,nominal,2.0NRT,298.63,1.18,D
30.38911,73.68449,345.67,0.5,0.49,2025-06-07,0841,N,nominal,2.0NRT,307.98,6.94,D
30.5553,75.12601,342.16,0.62,0.54,2025-06-07,0841,N,nominal,2.0NRT,302.47,3.78,D
30.66163,76.04847,331.22,0.35,0.57,2025-06-07,0841,N,nominal,2.0NRT,300.33,1.06,D
30.68207,76.24078,332.45,0.36,0.57,2025-06-07,0841,N,nominal,2.0NRT,299.17,2.18,D
30.66092,76.04983,334.23,0.35,0.57,2025-06-07,0841,N,nominal,2.0NRT,300.87,1.06,D
30.67982,76.23867,332.63,0.36,0.57,2025-06-07,0841,N,nominal,2.0NRT,299.92,2.42,D
30.83767,75.58848,332.08,0.33,0.55,2025-06-07,0841,N,nominal,2.0NRT,299.6,1.62,D
30.96419,76.28913,330.81,0.37,0.58,2025-06-07,0841,N,low,2.0NRT,300.81,2,D
30.93955,75.56407,367,0.33,0.55,2025-06-07,0841,N,high,2.0NRT,301.67,4,D
30.94469,75.5636,331.7,0.33,0.55,2025-06-07,0841,N,nominal,2.0NRT,300.11,4,D
30.95877,75.60844,367,0.33,0.55,2025-06-07,0841,N,high,2.0NRT,303.9,7.43,D
30.94095,75.56245,367,0.33,0.55,2025-06-07,0841,N,high,2.0NRT,301.27,7.68,D
30.96015,75.61037,346.45,0.33,0.55,2025-06-07,0841,N,nominal,2.0NRT,303.47,4.84,D
30.95988,75.60683,346.92,0.33,0.55,2025-06-07,0841,N,nominal,2.0NRT,302.89,4.84,D
31.10186,75.95392,338.16,0.35,0.57,2025-06-07,0841,N,nominal,2.0NRT,300.87,4.6,D
31.11897,74.52038,333.67,0.58,0.52,2025-06-07,0841,N,low,2.0NRT,304.95,4.15,D
31.1054,72.83078,333.11,0.46,0.47,2025-06-07,0841,N,low,2.0NRT,305.25,2.39,D
31.36546,74.87785,344.42,0.61,0.53,2025-06-07,0841,N,nominal,2.0NRT,303.77,6.94,D
31.46427,75.16759,343.37,0.63,0.54,2025-06-07,0841,N,nominal,2.0NRT,300.94,6.47,D
31.56749,73.74893,335.47,0.52,0.5,2025-06-07,0841,N,nominal,2.0NRT,303.44,5.4,D
31.1939,70.00521,337.67,0.49,0.4,2025-06-07,0841,N,nominal,2.0NRT,307.73,2.23,D
31.88129,75.09988,332.33,0.64,0.54,2025-06-07,0841,N,nominal,2.0NRT,300.35,7.41,D
31.87717,74.60797,336.08,0.59,0.53,2025-06-07,0841,N,nominal,2.0NRT,300.56,4.8,D
32.08202,75.33425,335.9,0.33,0.55,2025-06-07,0841,N,nominal,2.0NRT,298.59,2.51,D
32.084,75.33288,338.47,0.33,0.55,2025-06-07,0841,N,nominal,2.0NRT,296.74,2.92,D
32.21613,75.34682,351.32,0.33,0.55,2025-06-07,0841,N,nominal,2.0NRT,302.35,5.42,D
32.36205,74.87445,337.57,0.62,0.54,2025-06-07,0841,N,nominal,2.0NRT,302.45,5.84,D
32.36118,74.87437,337.89,0.62,0.54,2025-06-07,0841,N,nominal,2.0NRT,302.35,7.17,D
29.99398,55.85403,347.88,0.35,0.57,2025-06-07,0841,N,nominal,2.0NRT,312.26,3.92,D
32.94585,74.75155,336.26,0.62,0.54,2025-06-07,0841,N,nominal,2.0NRT,299.42,3.02,D
33.08052,74.93234,337.87,0.32,0.55,2025-06-07,0841,N,nominal,2.0NRT,298.08,4.52,D
30.08308,55.39939,347.41,0.37,0.58,2025-06-07,0841,N,nominal,2.0NRT,315.78,7.68,D
32.88788,71.61874,339.93,0.41,0.45,2025-06-07,0841,N,low,2.0NRT,313.52,7.17,D
30.37891,56.13283,342.4,0.33,0.55,2025-06-07,0841,N,low,2.0NRT,315.26,7.04,D
33.23518,73.52663,343.39,0.53,0.5,2025-06-07,0841,N,nominal,2.0NRT,303.39,4.08,D
33.40381,73.87891,338.16,0.56,0.51,2025-06-07,0841,N,nominal,2.0NRT,302.55,3.91,D
33.40317,73.87122,333.73,0.56,0.51,2025-06-07,0841,N,nominal,2.0NRT,302.05,3.91,D
33.49075,73.65051,331.48,0.54,0.51,2025-06-07,0841,N,low,2.0NRT,306.05,2.65,D
33.65644,73.32947,343.81,0.52,0.5,2025-06-07,0841,N,nominal,2.0NRT,308.33,5.49,D
37.649,67.57838,332.02,0.46,0.39,2025-06-07,0843,N,low,2.0NRT,304.8,3.04,D
36.04829,57.73053,340.37,0.4,0.45,2025-06-07,0843,N,low,2.0NRT,312.82,5.99,D
38.02467,67.31053,341.85,0.45,0.39,2025-06-07,0843,N,low,2.0NRT,312.25,10.71,D
38.04818,67.2639,343.79,0.45,0.39,2025-06-07,0843,N,nominal,2.0NRT,315.93,43.12,D
38.05173,67.26315,367,0.45,0.39,2025-06-07,0843,N,high,2.0NRT,339.54,43.12,D
38.05236,67.26832,344.08,0.45,0.39,2025-06-07,0843,N,nominal,2.0NRT,311.14,43.12,D
18.179,55.25006,338.22,0.5,0.66,2025-06-07,1019,N,nominal,2.0NRT,307.12,1.78,D
38.70811,65.89587,337.48,0.41,0.37,2025-06-07,0843,N,low,2.0NRT,311.38,5.43,D
37.21713,55.24048,336.78,0.51,0.49,2025-06-07,0843,N,nominal,2.0NRT,297.94,3.27,D
39.63267,64.35136,346.79,0.39,0.36,2025-06-07,0843,N,nominal,2.0NRT,315.63,7.47,D
18.69004,55.50565,335.84,0.52,0.67,2025-06-07,1019,N,nominal,2.0NRT,301.03,1.21,D
38.85392,54.23286,346.92,0.53,0.5,2025-06-07,0843,N,nominal,2.0NRT,313.51,7.11,D
38.85292,54.23283,341.37,0.53,0.5,2025-06-07,0843,N,low,2.0NRT,313.98,7.13,D
39.04208,54.2537,348.79,0.52,0.5,2025-06-07,0843,N,nominal,2.0NRT,312.36,10.3,D
39.04069,54.24781,345.51,0.52,0.5,2025-06-07,0843,N,nominal,2.0NRT,311.73,10.3,D
21.9378,57.07045,335.82,0.71,0.75,2025-06-07,1019,N,low,2.0NRT,307,1.46,D
21.93499,57.07202,335.58,0.71,0.75,2025-06-07,1019,N,low,2.0NRT,306.82,1.08,D
22.40149,56.99067,342.19,0.71,0.75,2025-06-07,1019,N,nominal,2.0NRT,308,3.24,D
22.77946,55.81474,338.91,0.61,0.71,2025-06-07,1019,N,low,2.0NRT,310.33,2.05,D
23.1917,55.46106,349.56,0.58,0.7,2025-06-07,1021,N,nominal,2.0NRT,312.55,4.39,D
23.19158,55.46202,347.37,0.58,0.7,2025-06-07,1021,N,nominal,2.0NRT,312.16,3.09,D
23.19116,55.45617,345.71,0.58,0.7,2025-06-07,1021,N,nominal,2.0NRT,313.9,3.09,D
27.17106,56.05925,351.85,0.69,0.74,2025-06-07,1021,N,nominal,2.0NRT,303.85,10.01,D
27.17,56.05749,354.77,0.69,0.74,2025-06-07,1021,N,nominal,2.0NRT,304.51,11.05,D
9.76471,99.12294,300.26,0.33,0.55,2025-06-07,1930,N,nominal,2.0NRT,277.36,0.36,N
39.35524,100.11346,309.34,0.4,0.37,2025-06-07,1921,N,nominal,2.0NRT,288.45,1.19,N
38.84135,100.17184,296.85,0.4,0.37,2025-06-07,1921,N,nominal,2.0NRT,284.68,0.8,N
39.44555,83.00556,300.67,0.57,0.69,2025-06-07,1921,N,nominal,2.0NRT,288.54,1.21,N
39.44664,83.0078,306.92,0.57,0.69,2025-06-07,1921,N,nominal,2.0NRT,289.28,1.29,N
29.22523,88.35056,300.63,0.46,0.47,2025-06-07,1925,N,nominal,2.0NRT,281.79,2.11,N
29.22484,88.35252,300.88,0.46,0.47,2025-06-07,1925,N,nominal,2.0NRT,281.75,1.62,N
26.62043,101.59584,299.48,0.47,0.47,2025-06-07,1925,N,nominal,2.0NRT,288.63,3.51,N
26.57859,101.66451,312.12,0.47,0.48,2025-06-07,1925,N,nominal,2.0NRT,280.04,1.94,N
26.57874,101.6625,305.46,0.47,0.48,2025-06-07,1925,N,nominal,2.0NRT,275.19,1.97,N
26.57783,101.6669,307.32,0.47,0.48,2025-06-07,1925,N,nominal,2.0NRT,284.55,1.97,N
26.66858,100.19253,306.58,0.39,0.44,2025-06-07,1925,N,nominal,2.0NRT,289.18,1.38,N
27.46132,95.47803,314.99,0.39,0.36,2025-06-07,1925,N,nominal,2.0NRT,291.92,0.97,N
27.37798,95.08942,309.2,0.38,0.36,2025-06-07,1925,N,nominal,2.0NRT,292.7,1.96,N
26.70615,98.90437,297.83,0.5,0.41,2025-06-07,1925,N,nominal,2.0NRT,286.56,0.65,N
25.28856,100.54745,305.87,0.43,0.46,2025-06-07,1925,N,nominal,2.0NRT,288.62,1.06,N
25.06602,101.57019,301.42,0.5,0.49,2025-06-07,1925,N,nominal,2.0NRT,288.86,1.12,N
25.28765,100.549,303.06,0.43,0.46,2025-06-07,1925,N,nominal,2.0NRT,287.97,0.6,N
25.06422,101.56783,299.69,0.5,0.49,2025-06-07,1925,N,nominal,2.0NRT,288.06,1.21,N
24.91811,99.09653,303.71,0.54,0.42,2025-06-07,1925,N,nominal,2.0NRT,287.98,0.96,N
24.91765,99.09499,303.79,0.54,0.42,2025-06-07,1925,N,nominal,2.0NRT,288.1,0.74,N
24.07895,101.65376,307.2,0.53,0.5,2025-06-07,1925,N,nominal,2.0NRT,289.17,2.47,N
26.64037,79.4727,304.14,0.75,0.77,2025-06-07,1925,N,nominal,2.0NRT,291.84,2.37,N
24.83924,93.78497,304.72,0.38,0.36,2025-06-07,1925,N,nominal,2.0NRT,290.41,0.67,N
23.37724,100.96172,298.26,0.49,0.49,2025-06-07,1925,N,nominal,2.0NRT,286.82,1.04,N
25.81856,83.04408,306.66,0.44,0.63,2025-06-07,1925,N,nominal,2.0NRT,293.55,0.98,N
23.14063,100.45372,305.5,0.46,0.47,2025-06-07,1925,N,nominal,2.0NRT,288.12,0.75,N
25.03898,87.38014,306.64,0.47,0.48,2025-06-07,1925,N,nominal,2.0NRT,293.17,0.71,N
22.63032,100.73286,302.1,0.49,0.49,2025-06-07,1925,N,nominal,2.0NRT,287.93,0.88,N
22.51758,99.97474,301.31,0.44,0.46,2025-06-07,1925,N,nominal,2.0NRT,288.45,1,N
23.98102,90.63738,309.7,0.46,0.39,2025-06-07,1925,N,nominal,2.0NRT,293.47,0.52,N
23.68379,90.52676,310.54,0.46,0.39,2025-06-07,1925,N,nominal,2.0NRT,292.4,0.91,N
24.11421,86.8599,310.12,0.49,0.49,2025-06-07,1925,N,nominal,2.0NRT,293.07,1.9,N
23.58883,90.63039,306.78,0.45,0.39,2025-06-07,1925,N,nominal,2.0NRT,291.28,0.41,N
23.80579,86.32933,313.93,0.52,0.5,2025-06-07,1925,N,nominal,2.0NRT,294.28,2.73,N
23.80115,86.32873,314.39,0.52,0.5,2025-06-07,1925,N,nominal,2.0NRT,293.76,2.99,N
23.78237,86.37358,309.76,0.52,0.5,2025-06-07,1925,N,nominal,2.0NRT,293.51,1.64,N
23.78074,86.38921,318.92,0.52,0.5,2025-06-07,1925,N,nominal,2.0NRT,294.82,3.8,N
23.78021,86.39432,309.53,0.52,0.5,2025-06-07,1925,N,nominal,2.0NRT,295.05,2.2,N
23.78046,86.34689,311.8,0.52,0.5,2025-06-07,1925,N,nominal,2.0NRT,293.28,2.99,N
23.77612,86.38855,319.4,0.52,0.5,2025-06-07,1925,N,nominal,2.0NRT,294.81,6.1,N
23.7742,86.36189,321.39,0.52,0.5,2025-06-07,1925,N,nominal,2.0NRT,293.95,3.1,N
23.77366,86.36713,312.22,0.52,0.5,2025-06-07,1925,N,nominal,2.0NRT,293.29,3.1,N
23.76991,86.40331,307.82,0.52,0.5,2025-06-07,1925,N,nominal,2.0NRT,293.34,2.34,N
23.6951,87.10622,309,0.47,0.48,2025-06-07,1925,N,nominal,2.0NRT,293.81,2,N
23.6941,87.11546,307.24,0.47,0.48,2025-06-07,1925,N,nominal,2.0NRT,293.9,1.38,N
23.69359,87.12007,310.25,0.47,0.48,2025-06-07,1925,N,nominal,2.0NRT,294.32,1.38,N
23.69309,87.12472,307.57,0.47,0.48,2025-06-07,1925,N,nominal,2.0NRT,293.67,1.06,N
23.78156,86.39167,313.64,0.52,0.5,2025-06-07,1925,N,nominal,2.0NRT,295.01,2.77,N
23.77926,86.37029,312.98,0.52,0.5,2025-06-07,1925,N,nominal,2.0NRT,293.47,2.64,N
23.77752,86.38589,316.04,0.52,0.5,2025-06-07,1925,N,nominal,2.0NRT,293.82,2.77,N
23.77695,86.39103,314.85,0.52,0.5,2025-06-07,1925,N,nominal,2.0NRT,294.12,2.77,N
23.69433,87.11687,308.26,0.47,0.48,2025-06-07,1925,N,nominal,2.0NRT,294.33,1.35,N
23.69379,87.12149,314.71,0.47,0.47,2025-06-07,1925,N,nominal,2.0NRT,294.48,1.35,N
23.77521,86.36449,328.65,0.52,0.5,2025-06-07,1925,N,nominal,2.0NRT,294.65,5.02,N
23.77291,86.38523,307.46,0.52,0.5,2025-06-07,1925,N,nominal,2.0NRT,293.95,2.25,N
23.6894,87.12086,312.73,0.47,0.47,2025-06-07,1925,N,nominal,2.0NRT,294.29,1.39,N
23.76601,86.4052,324.15,0.52,0.5,2025-06-07,1925,N,nominal,2.0NRT,294.6,4.5,N
23.76944,86.37428,310.2,0.52,0.5,2025-06-07,1925,N,nominal,2.0NRT,293.8,2.47,N
23.76773,86.38969,308.11,0.52,0.5,2025-06-07,1925,N,nominal,2.0NRT,294.86,2.25,N
23.76716,86.39483,308.21,0.52,0.5,2025-06-07,1925,N,nominal,2.0NRT,294.5,2.5,N
23.76659,86.40001,310.8,0.52,0.5,2025-06-07,1925,N,nominal,2.0NRT,294,2.5,N
23.685,87.12025,306.66,0.47,0.47,2025-06-07,1925,N,nominal,2.0NRT,293.57,1.39,N
23.76197,86.39938,325,0.52,0.5,2025-06-07,1925,N,nominal,2.0NRT,293.72,3.66,N
23.76482,86.37362,310.19,0.52,0.5,2025-06-07,1925,N,nominal,2.0NRT,292.65,2.4,N
23.77851,86.20585,324.03,0.53,0.5,2025-06-07,1925,N,nominal,2.0NRT,294.96,3.51,N
23.77793,86.21117,308.6,0.53,0.5,2025-06-07,1925,N,nominal,2.0NRT,292.84,3.51,N
23.75736,86.39874,312.6,0.52,0.5,2025-06-07,1925,N,nominal,2.0NRT,293.59,3.66,N
23.75679,86.40394,306.67,0.52,0.5,2025-06-07,1925,N,nominal,2.0NRT,293.29,3.03,N
23.77385,86.20515,306.14,0.53,0.5,2025-06-07,1925,N,nominal,2.0NRT,293.34,2.14,N
23.75048,86.41876,315.49,0.52,0.5,2025-06-07,1925,N,nominal,2.0NRT,294.01,4.29,N
23.73499,86.43221,319.82,0.52,0.5,2025-06-07,1925,N,nominal,2.0NRT,294.09,2.18,N
